Answer,Followup Question
It was in the Jan 2017. When I was doing my internship and also the course work with many ongoing projects and also my own projects. At that time it was very hectic for me but finally managed it by deciding my priorities and finally I quit my internship.,What do you want to them?
"I read a lot. Most of it is fiction but once in a while I pick up philosophy or biographies. Then, I sing mostly in the bathroom and listen to music. I catch up with friends and family. I like playing too and love watching football.",What do you a the life?
"Professional challege faced so far, was to convince a client board consisted of 8 people on a requirement where in all of them had different opinion. But my job as functional subject matter expert was to convince the board to come to terms of an application unit and deliver the content within timeline",What do you a the relationship?
"We have one project module as a part of Training while i was woking with infosys. I was selected as a project lead for that project. I was not able to deliver that project on time because I was more focused on the optimization and performance part of the application. On the day of Demo of the project, I discussed with the head and explained her why I was not able to deliver it. She was impressed with the way we were going but explained me that timely delivery is more important. She gave us 2 more days and during that we were able to deliver the project.",What do you want to them?
"Few days back I had learned some new tricks in coding taught by our seniors. I actually learn skills every time when I lost something which I aim it and that would be like something very new,I mean if it was very close to methen I adopt it i.e usually getting to it.",What do you a the relationship?
I am fond of abstract Photography and am visiting places and click some really good pictures. I am an artist and have won silver and bronze medals in many drawing competitions conducted by Schoolsindia Foundation. I love to edit music using some computer software and have been an active contributor in many short films and advertisement in my school. I am also good at making all kinds of Presentations for projects including fact based and philosophy etc.,What do you a a life?
"Yes. In fact , a big big yes. At times I need someone to show me the light but most of the times, I am that guarding light for myself. And it's important as well because somebody can't be there all the time.",What do you a money?
"Being a student from IIITB, I possess great skills to solving a different variety of problems. Coming from research background, I look into every aspect of the problem being solved to make it an easy job.",Why do you get the job?
In one sentence - confidence :I can do it and over-confidence: only I can do it.nConfidence - aim to achieve goal by taking others with you and appreciating their efforts while achieving the goal.nOver Confidence - aim for self growth.,Why do you get the problem?
The biggest challenge I have faced so far is to not worry about things I can't change do anything about.,Why do that?
"Yes, I am. I constantly push myself to new tasks and challenges that I set up for myself. I sometimes need a little push to start off though, but that is very rare.",What do you get a fan to find the beginner?
I am usually a very trusting person and don't have any prejudice about anyone. Once it happened that a person whom I assumed to be sincere cheated me academically. Since then I have decided not to trust anyone blindly and balance emotions and rational thoughts.,What do you a the life?
In hard work you follow the traditional pattern of working day in and day out to accomplish something.You don't think out of the box how it can be achieved with minimal work.If for example you are preparing for a competitive exam and you are working too hard on every topic though it don't have enough weightage in paper you are following the hard work route.But if you jot down all the important topics which are most frequently asked and which has the heighest weightage you can score a good rank.This is called smart work.,How do you a information?
"First benefit we would get by doing some job is experience.Experience is the one which sets us apart from others.It helps us know how the industry really works what kind of obstacles we face and how we can prepare to fight back those obstacles. Second benefit is that the job provides us an oppurtunity to develop our skills.Without skills we cannot achieve what we wanted to. By doing a job we get to interact with different kinds of people,and we can know different kind of perspectives on a topic which helps us in understanding how others think.",Why do you want in life?
"When it comes to completing the assigned tasks before deadlines, I give more priority to my work than my friends. So, sometimes I am not able to enjoy the social gatherings . Due to which people feel neglected and they sometimes criticize this behavior .",Why do you think that?
"If such a situation arises, I would keep my thoughts in front of him politely and try to understand his point of view as well. If even after such discussion there is disagreement between us I will agree to disagree.",What do you handle the line?
I would describe my idea and explain him the novelty of the idea. I would request one day and make a presentation of how to implement this idea and how can the organization can be achieved from it. I would explain him the feasibility.,Are you a good in life?
I took lead in twice i my B-Tech. 1> ROBOCON LDCE in my Third year B-Tech. The task was to make two robots which plays doubles Badminton Game. We got Third price in National Level. 2> Event organization in College. My task was to manage different events of all different fields. The overall event was fun according to the review of paticipants.,What do you a the life?
"My friends and teachers told me that I am very good in exploring new things to solve a problem, and that part is very useful when we stuck with some problem, and we need out of the box thinking.",Do do you have a the schedule?
"Confidence is when somebody knows his or her shortcomings and he or she is willing to accept any outcome which may not match with hisher expectations. A confident person is very well aware of the non-trivialities in any matter and can smoothly act on them . Confidence in doing any job is obtained when after practicing a lot he is sure of the outcome because the neural pathways are consolidated. for example a student is confident in taking an exam when he has practiced and studied intensely for an exam and he is sure he will be able to tackle any type of problem. Overconfidence is pseudo-confidence i.e pretending to have an upper-hand in something inspite of lacking substantial knowledge about that particular thing, an overconfident person is ready to disregard any non-triviality in any matter solely based on his false pretences that he can tackle any matter no matter how difficult it is.",What do you want to you?
"According to me, job satisfaction, definitely, matters more. When we love the work that we do, we can definitely do it better. This in turn will get us accolades and appreciation. This, in my opinion, can never be compared to a high salary.",Are you a a confidence? person?
"They say when you look back at life, you never regret the things you did but the things that you did not do. Art to me was a passion since my childhood. When I came of age to decide my career path, a part of me wanted to become an architect. But I was also good at science and math and programming. I was advised by several family and teachers to make a wise decision. We were then in a deep financial crisis and I chose the financially most promising path. Sometimes, I still wonder if that was the right decision to make.",What do you want to make them?
"Yes I consider myself a successful person. I believe success is not just achieving. The success of a person lies in the way the life is oriented. More than that, if you are a person of high character, who can see others through you, there lies the success of a person. Also the physical aspects add to th",Why do you get the job?
Partially. Have a lot of things that I haven't achieved yet.,Why do you find time?
"With someone unprofessional, I usually try to find a work around depending on the behavior and situation. I generally avoid taking steep steps until there is no other option left. I try to correct the behavior by talking to the person in a nonchalant way and mildly making him realize his mistake. I generally am not rude with people as it is not good on my part. But definitely, I set a limit on how much I will try to workaround with and beyond the threshold, would take some official action.",What do you a money?
"I do not believe in strategies. Interviews are meant to be honest The interviewer should know who you really are, what your passions and strengths really are. It's about finding your true niche in the company. It's better to be honest and clear. If you can't explain well, take a bit longer and put some effort to maintain clarity. Maintain eye-contact and engage the other person. Finally be confident and live every moment of it. You have earned the interview, be confident and smile.",Are you a good in the life?
My passion is to develop technology which is gonna change the world. Besides that i love travelling and want to vist as many countries as possible,How do do you a me?
"Yes, I consider myself lucky just because I have human life where I have opportunity to learn and think. I am able to put my ideas in front of anyone. God blessed me with beautiful family. My parent is my strength. I am self-motivated person.",What do you get a fan to the beginner?
If I can finish the overtime work within my working hours then its better for me.I will ask him I can work some extra hours in some urgent situation only.,What do you handle the line?
I would be an asset as I will put in my best effort. I will do the share of work allocated to me efficiently. I will try to create a friendly environment within the organization.,Are you a good in the life?
"I try to analyze his point of view and check if he she is correct. If I feel that the boss is acting without any legitimate reason I will try to pursue him to look at the aftermath or suggest alternatives which would be good for the firm in a polite manner so that they get to know my perspective and could think about it or else help him to improvise his decision. Even after this if I feel the same way, then I would contact the higher officials.",What do you a the life?
"This was for a course project. I thought I was well versed with the technology and have tested on enough test cases and decided to skill on a lot of error handling for saving some time. But eventually, there were bugs during the demonstration which I couldn't resolve and wasn't even able to find their origin.",What do you think
"Music From my childhood to till date, the most important thing to me is music. Whenever i feel lonely, i may prefer singing or listening to music. I like any kind of music irrespective of many languages. most of the times i can connect to any kind of music. i also play keyboard. If i wouldn't have taken computer science i might have taken up a profession related to music. Apart from that, i also love swimming. Every summer, i join swimming classes and end up leaning",What do you want to them?
I will try to learn and extract as much as possible from my job. It will benefit me and also my company. I have good logical thinking power and I can work hard. So if there are situations to stay for long time and if there is any critical problem I can use my logical ability to solve it better. I can work in a smart way as an optimised algorithm. I am a good team player so if there are any hurdles in the middle of the project I can manage the conflicts and I can make the team work.,Are you a good in life?
I don't have much experience of professional environment. But when I was doing internship my work was appreciated by the higher officials of the company which was the good thing.,What do you know the life?
"Yes sure i have made mistakes. The mistake of which i can recall is that of taking a year gap after twelfth standard for preparation of competitive exams. I was not that confident enough for taking the drop and also had no motivation initially. Even i suffered from illness in the mid too. I handle it in the way that i always had good faith in me, prepared hard for the exams never left hope and just went on for it. In the end this dedication gave a fruitful reward too.",Why do you get the job?
"I never leave my work incomplete or undone. So, if you assign me some work, you can think of it as done. Also, I usually play away from the deadlines. So, you need not worry about nagging me to submit the work on time.",Are you a good in the life?
I will try to give my 100 for this job. I will use this opportunity to learn things and make use of it to provide best results for this company. I will try to be friendly with everyone and motivate them to work together to complete the task given to the team.,Are you a good in the projects?
"According to me, the definition of success is that you what to do something and you put your best effort in it. Your attempt might not be successful initially but it is your effort that counts. I think that you should always take the risk and put your complete effort in something you strongly believe. I always try my best to do achieve something I want to do. Though my attempt might result in a failure, it's the failure that teaches me a lesson.",Are you a a confidence? person?
There might be small problem if the shift is continuous throughout like from 9-9 or night 9 to early morning. if it is just for a month then I don't have a problem but if you continuously change the shift then my productivity will decrease.,Why do do you the
"If I could relive the last 10 years of my life, I don't think I would do anything differently, except that I would thank every person who played a major role in making me who I am today.",What do you handle the line?
My passion is to develop technology which is gonna change the world. Besides that i love travelling and want to vist as many countries as possible,How do do you a me?
"No,not yet .I had not done any thing to be called as a successful .I believe that my real success will start from here by working in one of the sectors i am passionate about in reputated companies and contributing towards the growth of the company.That day i can call myself as successful when i achieve the strength to fulfill my parent's needs.",What do you a the relationship?
"At my previous job in SanDisk, we were given the task of developing the firmware for a 256 GB micro SD card. IT was the first of its kind in this world, a flagship model. We did not have the required hardware resources to take this task to fulfilment. Our first milestone was achieved on time. But before the second release, we faced several challenges. We saw the hardware behave in unexpected ways throwing up more and more failures each day. This was the first time I truly understood the strength of a team. Teamwork was one of the five pillars of our company and we stood by it. Together we worked day in and day out and worked hard to get the issues resolved, one at a time. We finally met the target and all of us, as a team won several awards for teamwork and outstanding performance.",What do you want them
My greatest strength is to learn new thing very quickly and i have very good skill to present myself on a topicfacts what i know well.Depending upon our these strengths i can perform well.,Why do you a a come
Pursuing MS from IIT KGP and Publishing research articles,What do you want into the job?
"I was always interested in learning music or any musical instruments. I enjoy listening to music so I would like to experience how it feels like making music and make others enjoy my music. For starters, I would like to improve my whistling skills. I would want to whistle a complete song. In long run, I might take up learning guitar or flute. Music has always been a stress-buster for me. Learning a musical instrument has been there in bucket list for a long time.",What do you a the life?
"The project was to develop an app according to the specifications given. We were reviewed at each step and were given positive feedback. So we proceeded along to complete the project. On our final demo when our project was to be reviewed, we were criticised and were to told me to make significant changes. Even though we didn't expect criticism, we took it as a learning experience and understood the reason behind the changes that were suggested and even decided to incorporate those changes in our future projects .",Why do that?
"I am organised in terms of my schedules, meetings and other work related commitments. But, I like to keep my personal life and things slightly disorganised, inorder to keep fun and liveliness.",What do you a the life?
"It is said that change is the only constant in life, which is funny because it takes time to adapt to change. I am an optimist; so any change that occurs, I generally see it as a good one. But, more often than not, the opposite happens. I guess, to answer the question, all I can say is that I try to keep an open, unprejudiced mind about why the change is taking place and try my best to adapt to it in ways that benefit me.",Are you a good in me?
"i faced criticism when i was in my first semester. A group project was assigned to our group by out ITP professor. Our group decided that we would explore on Web Development and present it to the whole class. Since, i hardly knew anything about Web Development, i chose an obsolete topic. On top of that my presentation skills were very poor. So facing the whole class was very embarassing to me. Eventually i ended up spoiling the presentation. That was the time when i was criticised for my work.",What do you a me?
"Hard Work will lead you towards the progress but it might take you forever to accomplish that task. Smart work on the other hand will also take you to the goal but in a shorter span of time. If only hard work would have been the key to success then the person owning a donkey would be the richest, which is clearly not the case.",Why do that?
"As far as I am concerned, job satisfaction is more important. I don't think a huge salary alone can keep one satisfied with one's job. If we don't enjoy what we are doing then there is no point in doing what we do and there's no justice done to the work either.",Do do you think do me?
"The new skills that I would like to acquire isare - 1.I wanna learn a new sport , like , table tennis which i always thought is a great game not only to improve you physically but also, I think when you hit that ball, you have to be extremely careful about hitting it with the right force. Even if we apply a little mmore force, it will go out. So, it imposes a constraint. We will have a very good co-ordination of mind and hand which is very essential in today's world. One needs to stop the gush of emotions and think rationally. 2. I'd love to learn to play a flute. It is by far the most soothing experiences i had. Whenever I hear someone play a flute, i get immersed. It soothes my mind like none",Why do that?
"Both, If you have one of them then you are not fully satisfied with your job. If you have job with satisfaction then you will be interested to doing work because it is of your domain in which you want to work that makes you happy and with this you have good salary then it will give you more pleasure.",Why do that?
"According to me, job satisfaction covers all - the quality and quantity of work, salary, company environment and others. Yes, cooperation and adjustment is needed in a company.",Are you a a confidence?
"If I am having some problem at my workplace i will first communicate with my team lead, and then i will communicate to HR manager.",What do you handle the line?
"We have took part in a hackathon and our team needed to work on the project for 24 hrs, me being the team lead had to manage the work in the limited time. I have distributed the work according to the capabilities of the person and made sure that the work being done is perfect. we have completed the project within the deadline and they we really satisfied with the idea and the work. We won the hackathon and won the first prize, which made me and my team the best among all the teams that have participated fro Bangalore .",What do you want to this?
"I adapt to my surrounding environment so quickly and easily. I'm kind of outgoing and social person. Professionally If I'm a data Scientist and If I'm asked to work in semi-conductor department, this change can't be handled. But in life and the surrounding changes then it won't make a much difference. Say I have been brought in AC rooms luxury cars and Rich family and if suddenly I have to walk on roads, stay in a dormitory then I don't mind doing those tasks. I'm completely fine in living a lavish life and a middle class life. I can handle both. I'm a down to earth kind-of-person.",Are you a good in the life?
I don't have much experience of professional environment. But when I was doing internship my work was appreciated by the higher officials of the company which was the good thing.,What do you know the life?
"I am just 21 year old, I have not yet faced major disappointments till now. But I was in disappointment the day I realized that I didnt make it to BITS, IIT . As famous quote says Time Heals Everything. I also realized I am happy in my current college and its no more big disappointment.",What do you a the life?
"Once upon a time a friend of mine was giving me advice on some personal problem. I thought at that time that she was interfering unnecessarily in my life and she told me continously not to do what I am doing so,I stopped talking to her. But at later stage of my life i realised that she was correct and I misjudged her completely.",What do you a the relationship?
"When my co-worker wasn't doing his share of work, I tried to convince him that he must do his share of work as he would learn something from the experience. The outcome was that he tried to more than the work he had done previously but still he didn't do the complete share of his work.",Why do you think that?
"Actually, this has not really happened yet to me in a professional capacity if perhaps a few instances from middle school or high school can be excused. However, if this were to happen in the right way positive criticism, I think I would be able to handle it in a way it brings some improvement in my work or the organization. I will be willing to accomodate any suggestions or advice that I feel would make the work better.",What do you a the relationship?
Trying to do a very good work on my research topic so that I can able to contribute something to my society through my work,Do do you a time?
I can assure a fruitful effort from my side. I assure proper utilisation of time and skills from my side. The organisation's growth through my small efforts will be my ultimate goal.,What do you a the life?
"The biggest problem with our species is that rationality takes a back seat when emotions come into the picture. Emotions, I'd say, are our greatest strength and weakness. The thing that binds us together and makes us empathetic, is the same thing that makes us gullible and drives us to make irrational decisions. Back in the my undergraduate days, we had to raise funds for our college tech fest. It was decided that we would go from shop to shop in one of the busiest lanes of the commercial street to amass money for our technical fest. We soon found that people were neither motivated nor inclined to donate money for our cause. It was a tough and necessary realisation. We went back to our drawing boards. We had to come up with a plan. We had to identify with the people, connect with them, conjure up in their minds ideas and images that would aid our cause. School, education and children. These words conjured up old forgotten memories in the young guys and thoughts of grandchildren in the old menThey were our target demographic. The typical shop-owner, between the age of 35 - 60. And that is when the appeal of emotions struck us. As part of the events that were planned, we included a state level quiz for school students. This would later turn out to be our silver bullet. From then on out, we approached prospective benefactors not with a view to support our tech fest, but with a plea to help us host the state level Quiz, which in turn was part of the whole fest. The response was beyond what we had expected. People were more than willing to donate and even sponsor the event and the tech fest when we talked about school children and education. Appeals to emotion seldom go unanswered.",Why do that?
Sometimes when there is no one around to motivate me I turn into self motivator.,"What do you get the job, in this?"
"Whenever I get the opportunity to help others ,I try to do my best.Like In placement prep for b.tech I used to give session on DS and Algo in my class and try to solve the problems my friends get stuck at.",Why do you find the fan
"We have took part in a hackathon and our team needed to work on the project for 24 hrs, me being the team lead had to manage the work in the limited time. I have distributed the work according to the capabilities of the person and made sure that the work being done is perfect. we have completed the project within the deadline and they we really satisfied with the idea and the work. We won the hackathon and won the first prize, which made me and my team the best among all the teams that have participated fro Bangalore .",What do you want to this?
I am a commited worker and don't waste time. I am open for co-operation and adjustments. I am a fast learner as well.,What do you a the life?
"I generally like to talk to my family and friends and roam around and have fun. Watch movies or go out and eat somewhere chitchatting with them which relieves my mood. If I find them busy or engaged in other work then would spend my time alone listening to music, watching TV, reading books and sleeping to relax myself.",What do you a the life?
"I would like to give a small example. Consider person A and person B want to get a flowery phone case for themselves, and both of them know that there is no way they can find it online, but is not impossible to find it outside if put in a little effort, as they don't exactly know which shop sells it. Person A tries to go to each and every shop to find that one perfect case for his phone, whereas person B gets a printout of a picture of that case, buys a transparent phone case, puts the picture to it and uses it, as it exactly resembles the case he wanted. Here what person B did was smart work and what person A did was hard work. Even though B finally got the case he wanted, he put in a lot of effort to do so, whereas A was smart enough to do what he did. People say hard work pays off, which is true, but when needed one should be smart enough to get things done easily. There are many situations where only working hard would make one achieve their goal, though. For example, passing an exam. Being smart enough to cheat in a exam to pass is not 'smart work', though you pass the exam. Such work does not help in long term.",Are you a good in the life?
I am happy with what my life has turned out to be. I would not make any big changes but may be change small small things like be more proactive and be helpful and polite.,What do you a the life?
"When I work under a person younger than me, I always follow two important things. Teach him from my experience if he is doing something wrong and second thing is to learn many things from him as he is in higher post then me.",Why do you think the most?
"I just completed my work and asked the coworker about his share ,when couldn't get any response .just told the boss about things and was ready to complete on my own but keeping it the notice of my boss",Are you a good in the life?
"reading all kinds of books, fiction and non-fiction, especially mysteries and thrillers. I like to jog and dance. I like to watch movies and tv series a lot.",Why do you get fan me?
"Well, I actually handle change in a positive manner. I look out for the positives behind it and try to get adapted. The most important thing is to discuss and hangout with friends as they have the best solution for the problems as they have the idea about our true nature, work etc. than anyone else. If there any negative impacts of change then it takes time for me to get adapted but such a situation never occurred to me so I guess I can't comment much.",What do you to I to affect progress?
"When I was in company , we had last day to finish our target . We started our day with a small meeting and we discussed how things can be done on time . And then we proceeded as par our plan . We were able to complete significant amount of work during office hours but It was not enough . We extended our working hours and we manage to get things done . At the end everyone was satisfied with his or her efforts .",Why do you think that?
"We usually have confidence when we are good at a thing and we know that we are going to perform it better. Confidence usually helps us in development. It gives us more energy to do the particular task. Where as over confidence is the feeling that only I am good at this and no one can overcome me. It may result in failure. Some people though they are over confident they can succeed with their talent. But if we have confidence on us rather than over confidence, it results us in good results and success in life.",What do you want to the money?
My passion is to develop technology which is gonna change the world. Besides that i love travelling and want to vist as many countries as possible,How do do you a me?
"As far as I am concerned, job satisfaction is more important. I don't think a huge salary alone can keep one satisfied with one's job. If we don't enjoy what we are doing then there is no point in doing what we do and there's no justice done to the work either.",Do do you think do me?
"I love to play cricket , badminton.I am also active trekker.I am an active member of various trekking clubs in Bangalore.",Why do i do the decisions?
"Abstractly I am passionate about life in general. I believe in appreciating smaller things in live, be it beauty of things or celebrating small days. I believe when you're celebrating and appreciating small things you bring positivity in your life through your ideas and thoughts as mind inculcates positive emotions in your day and it helps you face challenges of the day. I am inquisitive by nature and reading is my passion as I like to learn new things and be updated with things around. I realise that whatever knowledge I have is a drop in the ocean and constantly try to learn new things to contribute into my ocean.",What do you a the relationship?
My greatest strength is my quick learning capability. This helps me to grasp things quickly and thus gives me extra time to do my job more elegantly. This way it helps me to perform.,Why do you a a come
"The new skills that I would like to acquire isare - 1.I wanna learn a new sport , like , table tennis which i always thought is a great game not only to improve you physically but also, I think when you hit that ball, you have to be extremely careful about hitting it with the right force. Even if we apply a little mmore force, it will go out. So, it imposes a constraint. We will have a very good co-ordination of mind and hand which is very essential in today's world. One needs to stop the gush of emotions and think rationally. 2. I'd love to learn to play a flute. It is by far the most soothing experiences i had. Whenever I hear someone play a flute, i get immersed. It soothes my mind like none",Why do that?
"yes, I am . Its not possible you always have someone to motivate you for doing something, sometimes you have to say to you yes you can do it and no one can do better than you . May be you fail to achieve what you want but doing something is better than doing nothing.",What do you a the relationship?
"I think both should be independent regarding the times you allocate for them and its very important to not indulge problems in one with other. Once you come to office my focus and concentration would be on my work and once I go to home, I would forget my work and spend tie with my family.",What do you a the life?
Success is a state of life when people saturated with their growth and they became happy in what they have.But the real people never think that they become succeed so they work till it could be possible.,What do you want to how
"During my graduation, we have done a project on Face recognition. I was the leader of my team. In the peak stage of my project two of my teammates had a conflict between them and they told me that they are not going to be working together anymore for the project. As a team leader it is my responsibility to resolve the conflict and make them work for the project. So one day I called both of them and talked to them. I convinced them by saying the cons of the decision they have taken. After listening to me they accepted to work together. I felt very proud and I think that is the greatest leadership achievement in a professional environment.",What did you did the problem?
"Well this is a very interesting question. I usually dont carry work related stuffs after the office hours, unless it is life threatening :. I want to spend quality time with my family after office hours. Weekends are like my stress busters. I will go for an outing with my family. That will help my to get refreshed and motivated to work again on monday :. Along with that, I will love to maintain my fitness. Being a morning guy I am going to gym before coming to office. which is a",Are you know the the job?
"I preplanned all the work that had to be done before deadline. I planned these things in such a way that it should be completed much earlier than deadline. Because of these planning, even if anything would go wrong, i would have been prepared of the other plan and I would have much time to resolve the issue.",Are you a good in life?
"During my mtech course, I was very much over occupied with my subjects and projects that I took as open electives. Initially, I thought they are very good and I will be learning a lot through these. As time passed, I found myself relentlessly anguished with the amount of the work that was needed to be done. I have never been so much trapped in the work before. Hence, I didn't find any solution of how to start with. But then I used to see my other mates on how they manage their day , maintaining schedule and following it. Maybe it was a feeling of competition that pushed me to divide time for e",What did you did the problem?
"Both, If you have one of them then you are not fully satisfied with your job. If you have job with satisfaction then you will be interested to doing work because it is of your domain in which you want to work that makes you happy and with this you have good salary then it will give you more pleasure.",Why do that?
"I am very poor at balancing life and work. During my software engineering career of 12 years in Oracle, Yahoo and Microsoft, this has always challenge. However few things I can think of is to stay near your workplace, after reaching home don't think about work too much so that you can enjoy the time with your family and friends. It is important to have attend or arrrange family and friends get",Are you a good in the life?
"I have quite a good deal of mood swings.... but the thing is even though I am short tempered....It is like the frequency of my anger is high but the intensity is very less. I can be pacified very easily. That is what people criticise the most about me. They also criticize the fact that at times whenever I grab a book or preoccupy myself with an activity I am too determined to complete it. Not to mention the fact that they criticize me for my sound sleep. Once I sleep, how much ever time I may sleep, even if it is a cat nap, I ensure that I sleep to the fullest and that is instant rejuvenation of my energy.",Are you a good in the life?
If we look at the present scenario life in the metro cities is too fast and you don't get much time for the things which really matters to you . So for me job satisfaction is more important than salary. If I am working on something that really gives me motivation then that is more important for me.,What do you handle the line?
I enjoy work as much as other things I like. I would like to spend quality time at work and have no regrets on those spent moments. Its a part of my life,Why do you want to that?
First think that will come to my mind is that person for sure has more capabilities than me and that person age's will not induce any negative feeling in me and i will be glad to work under that person and gain knowledge from him.,Why do you get the problem?
I am not interested in further studies. I like doing projects and therefore i like to do a job. I have done Masters so i know how to tackle problems. I would like to work in the industry rather than going for further studies.,What do you a the life?
"Once I was put in a team with a guy who was famous for not doing any work throughout the project. I was very unhappy because I knew I will have to work alone day and night to finish the project. I never talked to him properly about work, but one day I was stuck at a part in the project. He helped me out of it. I think I misjudged him, but actually he knew a lot about software engineering.",What do you a the relationship?
The most stressful situation is when I was unable to complete my project on time.In that case I took help from my Faculty and seniors .They guided how to go through all the probelms which I were facing.,Why do you get the fan
"If I learn a new skill that will probably be hunting and outdoor survival. I love being outdoors, going for treks and for other such adventures where I am nowhere near the civilization. I have, till now done this with a group of people but would like to do so alone now. The only thing stopping me from doing so is the fact that I don't have the basic survival skills needed to stay alive, even away from the civilization. The skills i want to learn are mostly foraging, using ropes at tight spots, building fires and setting up camp on my own. These skills come in handy when we go out into the wilderness and interact with the nature. In this respect, Bear Grylls is my mentor role model as I have watched his show - Man vs. Wild for a long time and have been an avid follower.",What do you handle the line?
"According to me success is a state which a person reaches when heshe has fulfilled their dreams and no longer has to think about what to do next. Since it's a state, you either be in that state or you are not in that state, it is binary. so as per my definition i measure 0, i have not yet reached that state. But i am sure that i am on the right path to reach it.",Are you a a confidence? person?
"It is indeed very important to gain knowledge and experience in areas which I am interested in to become an expert. So, I may go for Phd if I get accepted to a top notch institution which works on my interest areas.",Are you a good in me?
"We had a project in our BE where the team strength was around 10 to 15. So communication and managing was very hard. We divided our tasks, and the respective people had to complete it. This way we micromanaged a big team where there was less chance for unprofessional-ism. If someone was stuck or didn't complete their part we would help out each other and take the project forward.",Why do you get to be money?
"There was a submission of a summer project on a particular day, but our team was not able to complete despite of working continously . So,on the day of submission , we went to the sir and showed him the demo of our project till where we have done . After demonstration , we informed about the part which we were not able to complete and also explained about the problems that we faced during our work.After explaining the problems we faced,we requested him to grant some moretime. sir,after understanding the problems we faced,extended the deadline and we completed our project by next deadline.",What do you think you like the inspiration?
"Once we had to organize an event in our college. It was again a team work. We sat for a week together and planned to organize that event. But due to lack of coordination the event was not successful and we felt very bad. The day of our event there was miss communication and chaos. As a team we failed. It was for the first time, there was such an event and it was not that successful.",What do you a the relationship?
"To err is human Yes, I have indeed made some mistakes in the past from which I have learnt a lot. The mistake I made was trusting my team mates blindly to finish their work on time without crosschecking their progress. I handled it cooly by not blaming that person but by delegating the work amongst the others including me. Though we had to work overtime to meet the project deadline, it taught me a lesson for life - Don't trust blindly. Always demo, discuss and cross check the progress when working as a team.",What do you want to them?
"Yes sure i have made mistakes. The mistake of which i can recall is that of taking a year gap after twelfth standard for preparation of competitive exams. I was not that confident enough for taking the drop and also had no motivation initially. Even i suffered from illness in the mid too. I handle it in the way that i always had good faith in me, prepared hard for the exams never left hope and just went on for it. In the end this dedication gave a fruitful reward too.",Why do you get the job?
I read a lot. I also write and draw. I sometimes work on non-work related passion projects. I also read a lot of articles online on various topics that I am interested in.,What do you a the life?
"When I work under a person younger than me, I always follow two important things. Teach him from my experience if he is doing something wrong and second thing is to learn many things from him as he is in higher post then me.",Why do you think the most?
If i love my work then i will not mind working overtime and once it gets over i'll be satisfied with myself. This'll increase my confidence also with dealing with deadlines and will help me in improving my skills. And if i get tired i can always ask for a leave but eventually things will get completed with no due.,What do you handle the line?
I am fond of abstract Photography and am visiting places and click some really good pictures. I am an artist and have won silver and bronze medals in many drawing competitions conducted by Schoolsindia Foundation. I love to edit music using some computer software and have been an active contributor in many short films and advertisement in my school. I am also good at making all kinds of Presentations for projects including fact based and philosophy etc.,What do you a a life?
I have a good coding skills in python. So I can code with the minimal expense of memory and algorithicm time. So that is a perk of employing me.,Are you a good in the life?
"Well this is a very interesting question. I usually dont carry work related stuffs after the office hours, unless it is life threatening :. I want to spend quality time with my family after office hours. Weekends are like my stress busters. I will go for an outing with my family. That will help my to get refreshed and motivated to work again on monday :. Along with that, I will love to maintain my fitness. Being a morning guy I am going to gym before coming to office. which is a",Are you know the the job?
I opting to come to IIIT bangalore that was my best career move but after that there was an add on when I worked on the government of India's railway website which was very useful for what I was trying to do.,What do you a the life?
"A great person once said, the only true knowledge is the knowledge that you know nothing. To achieve greatness, we sometimes need to start over. We need to learn to let go of our ego and focus on our goals. When the mind is focused on the end goal, everything else becomes secondary. Working under someone younger would be a refreshing experience. We get to learn that age and wisdom need not always be in sync and that greatness comes from talent and effort. It is an experience of a lifetime that we should all experience, an experience that is exhilarating and humbling at the same time.",Why do you go to them?
"yes. I motivate myself to be happy and active all the time. I avoid being depressed or worried about anything. The main thing that makes me self-motivated is o make my parents to be proud of their daughter and give the all the happiness that they need, which is what that makes me happy and gives me satisfaction in what I do.",What do you want to this?
